emp_id,review_link,review_title,review_rating,emp_info,review_time,pros,cons
empReview_69250648,/Reviews/Employee-Review-Glassdoor-RVW69250648.htm,Great Sales Culture,5.0, Employer Branding Specialist,"Sep 20, 2022",Super laid back for Sales,Constant change but that is normal in Saas
empReview_65539051,/Reviews/Employee-Review-Glassdoor-RVW65539051.htm,Built A Long & Successful Career Here,5.0," Vice President, Corporate Communicationsin San Francisco, CA","Jun 14, 2022","If you're looking for a company that cares about you (as an employee and as a person), I have never experienced anything better than Glassdoor and I've been working for 20 years now (yes, getting up there!). 

As an employee, I started at Glassdoor over a decade ago as a PR specialist and am wrapping up my final week as a Vice President. I'm pretty darn proud of this and have also worked my butt off to achieve this. I point this out because my Glassdoor experience is one of career growth and career opportunities, and I continue to see this hold true across Glassdoor. If you want to try new things, you can do so. If you want to get promoted, take on more and expand your skillset, you can do all of this at Glassdoor. It's encouraged, it's welcome and it's there for you. However, and this is where some people don't quite understand 'the how' in this, it's really up to... you. It's yours for the taking, but as someone who has lived it and done it, it is possible and this is one of the best things about Glassdoor. Yes, it often means raising your hand, asking to take on something new while still juggling a ton of other things, but if you can prove you can do it, you can be rewarded, at least I have and I've seen it with others too. This is really exciting as you can build your own career and given that Glassdoor is experiencing some great ongoing success right now, it continues to be an awesome shop to grow your career, transform and learn. For me, I've also always felt like my work has been interesting, that I've impacted peoples' lives in and out of Glassdoor and that I've been compensated fairly along the way too. 

As a person, I've also always felt like Glassdoor has supported me in and out of work. I've brought my full self to work since day 1 and never had to pretend I was back in the closet or that I wasn't able to show or say I'm a part of the LGBTQ+ community. Glassdoor, its leaders and employees have always been very supportive and I love how welcoming Glassdoor is, it just makes it even more fun to be your self and know that it's more than OK to just be... you. In fact, it has probably helped me in my career too because it allows truth, authenticity and transparency to come through in all you do very naturally.

While this has been the best place I've ever worked, I'm leaving to go to our sister company, Indeed, because an awesome opp has presented itself that fits my personal and professional interests a lot at this point in my career. I point this out because even more career opps exist in the Recruit Holdings family (parent company of Glassdoor and Indeed) than you may first realize - some of us are finding new opps at Indeed, our sister company, while some Indeedians are finding new career opps at Glassdoor too. 

Finally, and this is a trend many others say in their reviews too - one of the best parts about Glassdoor is by far the people - just good people who want the best for you, are helpful, are transparent with you, and there to catch you no matter what. I've learned so much from those around me and will bring this forward always in what I do at work and beyond. 

Thank you, Glassdoor, for everything! I'm just 'across the street' and hope others have a similar experience that I did. It's there if you want it. Glassdoor is, by far, one of the Best Places to Work.","While I've had an amazing experience at Glassdoor, and every company has room for improvement, here are some of the things where I'd want to see Glassdoor improve going forward (and I do believe leaders are aware of this already btw) -

Product innovation and speed of product development - Glassdoor has an amazing product and has many new features in the works now. They are so so darn cool that we just want them out to market ASAP vs 6 months from now or a year from now. Keep investing in our awesome product team and get them out to market! The world needs them, like now. (Keep in mind, I'm also an impatient comms/PR pro and we always want speedy product innovation to tout).

Compared to other companies, Glassdoor imo has done a great job innovating and making strides in its DEI efforts. It not just talks the talk, but walks the walk, publishing what it is committed to, how it's progressing towards its goals, and continuing to implement new programs and strategies to support a more inclusive and equitable work environment. Sure, there is still much work to be done, but don't lose sight of this, Glassdoor! Feels like some companies around the country are losing sight of this significance, and Glassdoor can continue to lead here. Keep up the great work and marching towards those goals and commitments! Don't slow down on this."
empReview_62167932,/Reviews/Employee-Review-Glassdoor-RVW62167932.htm,Great place to start early in your career,4.0," People Coordinatorin San Francisco, CA","Apr 2, 2022","Benefits, work-life balance, fun events, more good people than bad, professional development opportunities, and supportive culture and awesome co-workers but only if you're lucky enough to find the right people. If you're starting off in your career this is a great place to learn. Although misguided and out of touch at times, their DEI efforts are respectable and they're trying, which was great to see.","Leadership only pretends to be transparent and supportive, favoritism, lots of turnover, poor communication between departments makes your work harder than it has to be, babysitting and making sure other people do their job right, passive-aggressive/fake culture at times. Some sales leadership recently left without any opportunities lined up so that was alarming to see. Not a lot of room for growth, promotions are usually one level at a time so be prepared to wait. Unless you're a favorite- then you might get promoted within a year, maybe even 2 or 3 times."
empReview_68022360,/Reviews/Employee-Review-Glassdoor-RVW68022360.htm,Good but feeling strained,4.0, Product Designer,"Aug 17, 2022","We are building toward a really compelling and revolutionary product vision, making it a fun time to work on the Product & Design team. I truly like and respect the colleagues and partners I work closely with. Lots of autonomy and flexibility as an employee, especially with respect to work from home and work/life balance.","We are experiencing a lot of attrition, so resources are strained on project work and due to time we have to invest in hiring new teammates."
empReview_67991310,/Reviews/Employee-Review-Glassdoor-RVW67991310.htm,Super (Mentally) Healthy Environment !,4.0," Manager Sales Enablementin San Francisco, CA","Aug 16, 2022","Some of the nicest people ever work here. Coming from a toxic work environment with back-stabbing, two-faced people and managers, it is truly so different and genuinely real here. People are very open, communicative, and accepting of each other. The autonomy and trust placed in me to do my job is not only rewarding but makes me downright giddy.",Still runs like a start-up and processes are not in place to streamline and scale up as efficiently as they should be at this stage. I feel like I'm doing the job of 3 people.
empReview_62799445,/Reviews/Employee-Review-Glassdoor-RVW62799445.htm,An emotionally intelligent brand with great people.,5.0," Senior Product Marketing Managerin Los Angeles, CA","Apr 14, 2022","-An overarching sense of altruism throughout various teams to help clients
-Exciting time to be here given roadmapping and plans for the next 1-2 years
-Indeed partnership has opened a lot of doors, despite a rocky rollout
-My team has been incredibly supportive and welcoming of new ideas
-Excellent leadership; very approachable, collaborative and real
-I feel very taken care of via comp, benefits, DEI programs, W/L balance","-B2C Product needs to modernize to win consideration of younger audiences
-Folks seem to be running thin, we could easily use hundreds more people
-Indeed relationship is overall positive, but current systems and tools make it very challenging to work collaboratively which is felt by clients"
empReview_65521698,/Reviews/Employee-Review-Glassdoor-RVW65521698.htm,The Juice is Worth the Squeeze,4.0, Analyst,"Jun 14, 2022","Manager is very supportive and accessible; actually keeps weekly 1:1 invites and comes with topics/feedback to share 

Internal mobility is not only possibly, but supported. Being able to move around the business has been great for my development 

Incredible benefits package; best health care coverage I've ever had. Literally pay nothing between employer covered premiums and FSA options. They also finally switched to RSU packages; grants are usually very generous.

Work Where You Want Policy; being able to be mostly remote is a game changer.","Growing pains associated with new corporate strategy.

Most of the company is very new; 2021 saw a lot of attrition. 

Senior leaders are still mostly white men."
empReview_66791697,/Reviews/Employee-Review-Glassdoor-RVW66791697.htm,High amount of turnover,1.0," Human Resourcesin San Francisco, CA","Jul 17, 2022","- Strives to live up to it's values of transparency, inclusion and diversity
- there's talented employees","- terrible leadership mostly at the C and VP level, turnover after turnover in almost every org, causing disorganization, confusion and low morale
- Some of the leadership does need to go, but with the volume it's at, (most do not stay for more than a year) and consistency of turnover, it puts a huge strain on the individual contributors and the folks doing the work. Leaderships sets the strategy and direction and IC's execute, and where there is no stability and constant changes it's just going around and around in circles, leads to extreme frustration working in that type of environment"
empReview_63389814,/Reviews/Employee-Review-Glassdoor-RVW63389814.htm,A model for other companies to follow,5.0, Anonymous Employee,"Apr 28, 2022","Glassdoor walks the talk, period. For the first time in my life I can envision myself HAPPILY working for this company until I retire. Everyone I've met and dealt with has been a breath of fresh air. Smart, professional, creative, up on the latest trends, forward-thinking and dedicated to a positive culture for all employees. The interview experience was one of the best I've had (with minor exceptions noted below), starting out with complete salary transparency, being up-front about the benefits package, and offering quality interviews that gave great insight on my department and the company's goals.

I am happy in my work, and because of the multifaceted approach to a positive, supportive culture, I feel taken care of and valued for my contributions and encouraged to achieve work/life balance. Honestly, it's astounding - I've never felt this way before about working anywhere, and I have had a LOT of jobs.

I am particularly impressed with the CEO, and I don't impress easily when it comes to the C-suite. He's incredibly sharp, deeply genuine, passionate about his work and energetically and authentically driven to keep the company moving forward.

The employee resource groups and Slack channels are an outstanding way to encourage and support different specialized groups of employees.","The interview process is lengthier and more complicated than it needs to be in an environment where talent is impatient and have their pick of jobs. I had to meet with five different people to get the job, and several of them are not even people I work with. I understand careful vetting, but would empower department heads to make decisions earlier in the hiring process without having to involve so many different levels of interview. While this isn't my record for interviews (I had 7 interviews at one company), it's 2nd place."
empReview_66533775,/Reviews/Employee-Review-Glassdoor-RVW66533775.htm,After three years at Glassdoor,2.0, Systems Engineer,"Jul 11, 2022",It was a worthwhile place to work the first two years I was there.,"n.b. In keeping with Glassdoor's Community Guidelines, I will not use proper names or specific titles to identify individuals

I worked for Glassdoor for just over three years. During my first two years, even with all the upheaval the pandemic brought, I enjoyed working for the company. My first two years at Glassdoor lived up to the company's mission of helping people find a job they love at a place they love. 

I left the company for three reasons: 
• IT Upper management, specifically director and above
• Uncertainty about Glassdoor remaining an independent entity 
• Workload

The last issue, workload, was one that was an issue almost my entire time at Glassdoor. Yes, it was tasking to be expected to keep up a demanding pace of project after project with no time set aside for foundation building or even just to catch your breath. Yes, I believed during my entire time with the company that IT was never fully staffed, especially for the numerous things we were expected to accomplish. But these are not uncommon in IT, and I largely made a peace with it over time. If workload was the only fault of working for Glassdoor I would not have left. This was a contributing factor though, and one that became more grating over time because of the next two reasons.

Glassdoor and Indeed are sister companies, both of which are owned by Recruit Holdings. Since the summer of 2020, whole functions and the staff who do them have been moved over to Indeed from Glassdoor by Recruit. When broaching the subject with management, we were told, “No, Glassdoor is not merging with Indeed” but it is hard not to look at the consolidation and not think it could happen to you someday; it was a looming threat. As this consolidation only began happening after Glassdoor cut a third of it's workforce in Spring of 2020, it was hard to be at ease with the state of the company.

The primary reason I left Glassdoor was I no longer could work for IT upper management. I worked under the current upper management team for five to 12 months, depending on when each individual started with Glassdoor. After working for their department for this period of time, I concluded that I could not continue to work for an IT organization they were responsible for managing. They are the bosses and get to make the decisions, but I could opt to leave and I did.

During my first two years with Glassdoor, I worked under a different management team comprised of an IT Director (who was “detailed” to Indeed for a special project and had not yet returned to Glassdoor by time I had left) and CIO (who was moved over to Indeed in 2021 and never came back, even though they spent a year pretending like he was still involved with Glassdoor) who often, I felt, managed by various forms of chaos. Yes, it could be frustrating at times, but it was workable. With these two individuals, I felt they would at least listen to my or my team's arguments and we could come to an agreement eventually. The team, IT Engineering, would eventually be allowed to do the work in the way we felt best as long as we accomplished the same end goal. 

With the newer IT upper management, there was seemingly no trust in the staff. Current IT upper management would repeatedly second guess efforts — not just on the larger roadmap things you would expect management to be involved with — but down to specific operational details like date and times announcements would go out or shifting around launch dates at the last minute. Communication within the department was fractured by their actions. They simultaneously balked at participating in regular IT day-to-day discussions and practices and attempted to control and maintain discipline over any communication happening within and coming out of IT. This could be taken as just a difference in personalities, but I felt it did a lot of damage to the feeling of “unit cohesion” IT staff and IT management had previously had. 

Current IT upper management compounded matters with their constant refrain of “we can outsource that”. AV, networking, systems administration — there was not a function of IT that they seemingly felt they could not ship out. Rather than hiring into the company, building on and fostering the team, they wanted to take functionality away. Of the few projects we tried outsourcing with, the IT Engineering team likely ended up spending more time on administration and cleanup than if we had just performed the work ourselves. Hiring specialists has it's place and can be useful, but this was something different. It also contributed to the belief they did not have trust in the staff. 

More so than the communication breakdown or the impression the team was being undermined by lack of support, I was most shocked by how they treated my team's manager. Brought in to be the Senior IT Manager, overseeing both IT Support (aka Help Desk) and IT Engineering, she started just a few weeks before current IT upper management but fit in so well it was like she had been there for years. 

Our manager exhibited Glassdoor's values of grit, transparency and just being a good person. She listened to her team and really considered our feedback. When needed, she told us to stop arguing and just get things done as asked. As a team, we never felt like she was telling us one thing and then turning around and telling someone else in the company something else. The Senior IT Manager was a real mensch. 

For whatever their reasons, current IT upper management actively worked to make life within Glassdoor uncomfortable for the Senior IT Manager. Everyone on the team detected the palpable dislike they had for the Senior IT Manager. It would show up in interactions during in-person meetings or offhand comments in email or Zoom calls. I personally had never seen upper level executives treat someone below them in the organization in such a petty manner. I felt it was unfair to the Senior IT Manager. I also could not escape the feeling that if they could do it to her, someone in management, what would stop them from doing it to the rest of us further down the line? If you spoke up or questioned them, why couldn't you be the next target? The IT Engineering team brought up all these matters and others with HR as part of our 360 review of current IT upper management in February. There was no meaningful response from the company or current IT upper management. 

I never felt unappreciated for the work I did at Glassdoor. I was well compensated and received bonuses, and I even received a SMASHIE, Glassdoor's equivalent of “one of the employees of the year” award, in 2021. The team I worked with was nothing but the best. I opted to leave because I did not want to work for this upper management team at a company with such an unset future."
empReview_66196911,/Reviews/Employee-Review-Glassdoor-RVW66196911.htm,"Amazing company. So much growth and so much opportunity! Most importantly, so much love!",5.0," Sales Development Representative (SDR)in San Francisco, CA","Jul 1, 2022","There is no doubt that this is a company that is disrupting the traditional job marketplace. You get out, what you put in. We are encouraged to lean on one another. I feel well supported and I'm fully invested in the direction that this company is moving towards.","I can honestly and truthfully say, there is nothing. You get out what you put into this job/company. Glassdoor offers so much ability to grow, connect, and disrupt!"
empReview_66194125,/Reviews/Employee-Review-Glassdoor-RVW66194125.htm,Very good company culture where leaders really listen,5.0, Machine Learning,"Jul 1, 2022",I really like working at Glassdoor and I appreciate the company culture. I think the company's leaders really listen to and support the employees. Overall I agree with the company mission and I have a sense that my work makes an impact in the world.,"Previously zip-tiered salary was very poorly implemented, but I am seeing senior leaders making every effort to correct the mistake."
empReview_66193169,/Reviews/Employee-Review-Glassdoor-RVW66193169.htm,"Supportive, Transparent, Friendly",5.0," Customer Success Managerin San Francisco, CA","Jul 1, 2022","Everyone I work with has been very welcoming and supportive. Everyone says ""feel free to reach out if you have any questions or if I can support in any way"". The benefits are fantastic, the salary is great, truly unlimited PTO, and the company mission is something I really believe in and am excited to be a part of.","None yet, although I've just started."
empReview_67041930,/Reviews/Employee-Review-Glassdoor-RVW67041930.htm,Great place to work. Love it here so far,5.0, Front End Engineer,"Jul 22, 2022","They care about you as a person, unlimited PTO, no egos, people are always willing to help out, low stress, work from anywhere policy",None really. It’s been great
empReview_66021771,/Reviews/Employee-Review-Glassdoor-RVW66021771.htm,Great Culture and Mission,5.0," Enterprise Customer Success Managerin San Francisco, CA","Jun 27, 2022","Glassdoor walks the walk! The company follows through on its mission by implementing transparency in the workplace. Leadership truly cares about its employees, listens, and incorporates feedback. I feel very fortunate to work here!","Some growing pains with the partnership with Indeed, and clients sometimes are frustrated that they still need to go to two different profiles to update, but hopefully, the process will be further integrated soon."
empReview_67487728,/Reviews/Employee-Review-Glassdoor-RVW67487728.htm,Great place to work at!,5.0, Anonymous Employee,"Aug 3, 2022",I miss the days working at the Mill Valley office. People are nice. Leadership is transparent.,not data driven; hard to grow a career here
empReview_65699280,/Reviews/Employee-Review-Glassdoor-RVW65699280.htm,Best Company That I have Ever Worked For,5.0, Anonymous Employee,"Jun 18, 2022",Glassdoor has an excellent culture. They are big on work life balance. Management is invested in us and they truly give us the best equipment and support to help us be comfortable while working from home and happy. This by far is the best company culture that I have worked in.,None that I can honestly think of. I am very happy.
empReview_25903078,/Reviews/Employee-Review-Glassdoor-RVW25903078.htm,4 years in and going strong,5.0," Anonymous Employeein Mill Valley, CA","Apr 29, 2019","Glassdoor is the favorite company I've worked for so far in my career. First and foremost, the company has an amazing company culture. People are really good to one another here. While people are smart and driven, they also care about making sure that everyone works together well.

Glassdoor is also having a lot of success as a company. Like any early stage company there are ups and downs, but over the 4 years I've been here I've seen revenue triple and the employee base grow by a similar amount. 

And I love Glassdoor's mission and that we are creating transparency for job seekers all around the world.","None really. It's worth saying that we have some big competitors (LinkedIn, Indeed) in our industry so you have to bring your A-game. But I believe in what we're doing and our results show we are having success."
empReview_61144688,/Reviews/Employee-Review-Glassdoor-RVW61144688.htm,The Way Work Should Be for Everyone,5.0, Client Success Manager,"Mar 14, 2022","In a time when a lot of companies are trying to figure out the best way to maximize their workforce's performance by providing a better work/life balance, Glassdoor has nailed it. The people are kind and authentic which creates a warm and motivated culture. There is plenty of room for growth and lots of encouragement and support for those who wish to do so. The benefits are generous and their attention paid to health both mental and physical is on point. There is also a great sense of pride shared between everyone you work with. It is easy to look forward to going to work every day especially when you know the company you are working for values you.",Haven't come across one yet.
empReview_55324577,/Reviews/Employee-Review-Glassdoor-RVW55324577.htm,Thankful for Engineering Leaders with soft-skills,5.0," Senior Software Engineerin Manchester, NH","Nov 13, 2021","- Strong ""walking the walk"" ethic of really treating your employees well and giving them enrichment and autonomy.
- Came to work every day energized and engaged for highly complex, rewarding work with great people!
- Great opportunity to seriously level up your skills, especially on the mighty ugc team I was on.
- Genuine, honest, humble (now) and seriously talented coworkers and a truly lofty mission that always kept me motivated.
- A generally strong adjustment to fully-remote culture amid uncertainty and a great new generation of leaders.","- Previous Engineering leaders had rather poor soft skills and consistently made me feel looked down upon and inadequate while trying to do everything themselves (not always well). My rating would have been much lower in the past.
- Cultivated a ""clique"" of Engineers in the old SF office that hurt morale for MV employees, affected opportunities to work on high-visibility projects and reduced chances for promotion.
- Poor managing of expectations around career advancement.
- Some amount of knowledge/product ""siloing"".
- Product and Design can be disorganized and lack cohesive vision."
empReview_64580297,/Reviews/Employee-Review-Glassdoor-RVW64580297.htm,Glassdoor walks the walk,4.0, Customer Success,"May 23, 2022","I love it here. Been here for a few years and the reasons why I joined are still there today. Lots of growth potential, the company cares about me as an individual, the people here are kind and intelligent, perks are great, and now the added benefit of being able to work anywhere. I have been able to move to be closer to family while still keeping a job I love.","Attrition. Top talent is leaving, which may be true of everywhere right now, but Glassdoor could do more to retain tenured employees. Increasing compensation would go a long way to keep the amazing people we need to keep this ship running."
empReview_60187316,/Reviews/Employee-Review-Glassdoor-RVW60187316.htm,"Change makers, movers and shakers!",5.0," Enterprise Account Managerin Chicago, IL","Feb 23, 2022","It's so refreshing to work at a company where your voice is truly heard. Recently, we had some challenging turn over and quota adjustments within the sales org and when we all spoke up with feedback, our leadership acted within 3 business days to make our lives better! What a true republic/democracy we have here! There is something so special about that. 

Also, our compensation packages are getting better and better. With an increase in our work/life balance ""ME Days,"" more time off for new parents, and more. I've been here for 2.5 years and am already up for a promotion! That has never happened at any other company.","We wear many hats in GTM team, so be ready to be agile and expect change a lot!"
empReview_52302658,/Reviews/Employee-Review-Glassdoor-RVW52302658.htm,Great Company to Work For,5.0," Customer Success Managerin Chicago, IL","Sep 9, 2021","Glassdoor gave me so many opportunities to be successful and I'm glad I could grow along with the company for so many years. I've had the pleasure of working with great managers and sales counterparts over the years. It's truly a great place to work. Plus, helping people find jobs and companies they love is a very rewarding company mission.","- The product is getting stale and it's hard to keep customers excited about what's going on at Glassdoor when there isn't a whole lot being added to the platform. 

- The partnership with Indeed can be very hard to manage. We're supposed to be a client's recruiting and employer branding ""team"" but that is rarely the case.

- The layoffs last year left a bad taste in my mouth, so to say. It was hard to imagine a long term career at Glassdoor after that happened even though I wasn't laid off.

- Compensation is good but not good enough to keep top performers around."
empReview_68493089,/Reviews/Employee-Review-Glassdoor-RVW68493089.htm,Meaningful mission and authentic people,4.0," Lead Product Designerin Los Angeles, CA","Aug 29, 2022",Everyone is really bought into the mission.,Comp and pay are a bit on the lower end of the industry.
empReview_67596421,/Reviews/Employee-Review-Glassdoor-RVW67596421.htm,Great Place to work at,4.0," Software Engineer(Internship)in San Francisco, CA","Aug 5, 2022",Glassdoor uses the latest technology stack (Spring Boot and GraphQL) and definitely challenges the interns to work on real world scenarios. The learning curve is huge.,The location is remote. I would love to visit the office and meet my team.
empReview_65602638,/Reviews/Employee-Review-Glassdoor-RVW65602638.htm,Great work environment!,5.0, Anonymous Employee,"Jun 15, 2022","Everyone is really friendly, and they really make a point to make everyone feel included",There is some miscommunication among different teams
empReview_57407713,/Reviews/Employee-Review-Glassdoor-RVW57407713.htm,Big company with start up culture,5.0," Lead Software Engineerin Chicago, IL","Jan 4, 2022","Glassdoor is a great place to work. Despite the fact that company grew up drastically since the time it was founded, the company keeps start up spirit with all advantages and disadvantages.
1. The biggest advantage of the company are people that work here. 
2. Another important advantage, at least for me, I can really make an impact on the product.
3. Our product has positive impact on people's life by helping them to find jobs and companies they like.","1. Company has start up mentality, so some process are a little bit messy and unorganized.
2. Top management is trying to do a good thing and raise a problem of diversity and inclusion, but it feels like there is more concentration on hire new people instead of making a place comfortable for existing one"
empReview_64733049,/Reviews/Employee-Review-Glassdoor-RVW64733049.htm,Great Culture,5.0, Enterprise Account Manager,"May 26, 2022",A great company to grow and achieve the goals you set for yourself!,Like any Saas company changes are often.
empReview_64687027,/Reviews/Employee-Review-Glassdoor-RVW64687027.htm,Great Culture but C-suite is disconnected from the rest of the org.,4.0," Senior Account Executivein San Francisco, CA","May 25, 2022","Culture - worked with some of the greatest people I know
Middle management - were extremely attentive to our requests and were reliable on the sales floor
Work-Life-Balance was incredible!","C-Suite- after the merger, they changed strategies and became less transparent in process and policy. Constantly avoided answering all-hands questions."
empReview_60132779,/Reviews/Employee-Review-Glassdoor-RVW60132779.htm,Full of opportunities if you can withstand the grind,4.0," Account Managerin Chicago, IL","Feb 22, 2022",Overall some of the best people work at this company - great hearts and pure motives. Leadership is wiling to always meet with you if you want face time to discuss anything. Demand for our product is at an all time high right now with the great resignation shifting how employers evaluate their brand. Indeed partnership brings A LOT of opportunities. If you are ready to grind this could be an amazing adventure for you to tap into a hybrid sales career.,"Burn out is real, sadly. There is not enough headcount but that's everywhere. Quota's are high. Pay could be better - especially knowing we are under headcount by a lot. I'm easily working OT every single week - and most of my colleagues are as well."
empReview_60798968,/Reviews/Employee-Review-Glassdoor-RVW60798968.htm,Pleasantly Surprised So Far,5.0," Enterprise Customer Success Managerin Atlanta, GA","Mar 8, 2022","Culture
Work-life Balance
Benefits 
Investment in new hires
My manger and team are pretty amazing","Organized but still figuring things out
Partnership with Indeed is a little wonky
Salaried but have to submit time sheets
Partnership with Fishbowl also a little wonky
New but can tell KPIS might change frequently (maybe accounts too)"
empReview_60146690,/Reviews/Employee-Review-Glassdoor-RVW60146690.htm,Seriously love working here,5.0," Senior Front End Engineerin San Francisco, CA","Feb 22, 2022",Glassdoor is an incredible place to work! The company actively listens and reacts to their employee's feedback. In the past couple years our benefits have been completely overhauled and they are currently amazing. Pay is great too. Awesome people all over the company and simply incredible work / life balance.,"Some of the technology is fairly outdated and clunky, but the teams are working hard to modernize."
empReview_64215884,/Reviews/Employee-Review-Glassdoor-RVW64215884.htm,Great company,5.0," Designerin San Antonio, TX","May 16, 2022",Very diversity. And everyone here has the same mission! Lots of good and talented people around you.,Didn't notice any major cons at this moment.
empReview_62135163,/Reviews/Employee-Review-Glassdoor-RVW62135163.htm,Best work culture is also a meritocracy,5.0, Talent Acquisition Lead,"Apr 1, 2022","Positive & supportive work culture, emphasis on work/life balance, a true meritocracy where your performance is rewarded in realtime.","No company is perfect, but I'm hard pressed to find cons working at Glassdoor."
